time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
13-17-09-766570,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-776570,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-786570,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-795570,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-805606,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-815614,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-825575,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-835610,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-845601,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-855656,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-865167,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-875167,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-886168,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-896168,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-905210,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-915252,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-926175,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-936173,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-946676,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-955719,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-964719,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-974737,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-985683,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-09-994689,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-004694,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-015692,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-025689,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-034700,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-044708,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-055828,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-064838,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-074837,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-084839,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-095828,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-105829,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-115828,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-125828,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-134872,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-145870,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-155102,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-166104,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-176107,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-186107,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-195107,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-205107,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-216104,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-225107,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-236108,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-245108,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-255618,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-265619,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-274623,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-284623,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-295623,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
13-17-10-304624,5.2 0,5.2 0,[0.],[0.],[0.],[0.],0.0
